Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
2644.90,113.33,149.9969,9.4204,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2795,150.1076,150.6089,12.4014,150.1143,341.81,359.00,359.82,151.5589,12.0893,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2645.42,113.33,149.9968,9.4508,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3099,150.1076,150.6089,12.4318,150.1143,341.81,359.00,359.82,151.5589,12.1197,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2645.95,113.33,149.9969,9.4397,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2988,150.1076,150.6089,12.4207,150.1143,341.81,359.00,359.82,151.5589,12.1086,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2646.51,113.33,149.9969,9.4361,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2952,150.1076,150.6089,12.4171,150.1143,341.81,359.00,359.82,151.5589,12.1050,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2647.04,113.33,149.9969,9.4273,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2865,150.1076,150.6089,12.4084,150.1143,341.81,359.00,359.82,151.5589,12.0962,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2647.56,113.33,149.9969,9.4486,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3078,150.1076,150.6089,12.4297,150.1143,341.81,359.00,359.82,151.5589,12.1175,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2648.12,113.33,149.9969,9.4254,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2846,150.1076,150.6089,12.4065,150.1143,341.81,359.00,359.82,151.5589,12.0943,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2648.64,113.33,149.9969,9.4201,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2792,150.1076,150.6089,12.4011,150.1143,341.81,359.00,359.82,151.5589,12.0889,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2649.17,113.33,149.9969,9.4389,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2980,150.1076,150.6089,12.4199,150.1143,341.81,359.00,359.82,151.5589,12.1078,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2649.72,113.33,149.9969,9.4461,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3052,150.1076,150.6089,12.4272,150.1143,341.81,359.00,359.82,151.5589,12.1150,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2650.25,113.33,149.9969,9.4398,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2989,150.1076,150.6089,12.4208,150.1143,341.81,359.00,359.82,151.5589,12.1087,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2650.77,113.33,149.9969,9.4284,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2875,150.1076,150.6089,12.4094,150.1143,341.81,359.00,359.82,151.5589,12.0972,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2651.33,113.33,149.9969,9.4341,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2932,150.1076,150.6089,12.4151,150.1143,341.81,359.00,359.82,151.5589,12.1030,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2651.89,113.33,149.9969,9.4344,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2935,150.1076,150.6089,12.4154,150.1143,341.81,359.00,359.82,151.5589,12.1033,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2652.41,113.33,149.9969,9.4307,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2898,150.1076,150.6089,12.4117,150.1143,341.81,359.00,359.82,151.5589,12.0996,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2652.94,113.33,149.9969,9.4488,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3079,150.1076,150.6089,12.4298,150.1143,341.81,359.00,359.82,151.5589,12.1177,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2653.50,113.33,149.9969,9.4242,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2833,150.1076,150.6089,12.4052,150.1143,341.81,359.00,359.82,151.5589,12.0931,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2654.02,113.33,149.9969,9.4549,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9795,12.3140,150.1076,150.6089,12.4359,150.1143,341.81,359.00,359.82,151.5589,12.1237,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2654.55,113.33,149.9969,9.4381,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2972,150.1076,150.6089,12.4191,150.1143,341.81,359.00,359.82,151.5589,12.1069,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2655.10,113.33,149.9969,9.4502,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3094,150.1076,150.6089,12.4313,150.1143,341.81,359.00,359.82,151.5589,12.1191,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2655.63,113.33,149.9969,9.4373,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2964,150.1076,150.6089,12.4183,150.1143,341.81,359.00,359.82,151.5589,12.1062,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2656.17,113.33,149.9969,9.4363,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2954,150.1076,150.6089,12.4173,150.1143,341.81,359.00,359.82,151.5589,12.1052,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2656.73,113.33,149.9969,9.4455,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3046,150.1076,150.6089,12.4265,150.1143,341.81,359.00,359.82,151.5589,12.1144,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2657.25,113.33,149.9969,9.4406,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2997,150.1076,150.6089,12.4216,150.1143,341.81,359.00,359.82,151.5589,12.1095,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2657.77,113.33,149.9969,9.4319,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2910,150.1076,150.6089,12.4129,150.1143,341.81,359.00,359.82,151.5589,12.1008,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2658.33,113.33,149.9969,9.4414,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3005,150.1076,150.6089,12.4224,150.1143,341.81,359.00,359.82,151.5589,12.1103,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2658.85,113.33,149.9969,9.4409,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3000,150.1076,150.6089,12.4219,150.1143,341.81,359.00,359.82,151.5589,12.1098,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2659.38,113.33,149.9969,9.4265,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2856,150.1076,150.6089,12.4075,150.1143,341.81,359.00,359.82,151.5589,12.0954,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2659.93,113.33,149.9969,9.4391,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2983,150.1076,150.6089,12.4202,150.1143,341.81,359.00,359.82,151.5589,12.1080,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2660.49,113.33,149.9969,9.4408,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2999,150.1076,150.6089,12.4218,150.1143,341.81,359.00,359.82,151.5589,12.1096,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2661.01,113.33,149.9969,9.4321,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2912,150.1076,150.6089,12.4131,150.1143,341.81,359.00,359.82,151.5589,12.1010,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2661.54,113.33,149.9969,9.4489,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3080,150.1076,150.6089,12.4299,150.1143,341.81,359.00,359.82,151.5589,12.1178,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2662.10,113.33,149.9969,9.4247,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2838,150.1076,150.6089,12.4057,150.1143,341.81,359.00,359.82,151.5589,12.0936,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2662.62,113.33,149.9969,9.4239,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2830,150.1076,150.6089,12.4049,150.1143,341.81,359.00,359.82,151.5589,12.0928,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2663.15,113.33,149.9969,9.4452,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3043,150.1076,150.6089,12.4262,150.1143,341.81,359.00,359.82,151.5589,12.1141,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2663.70,113.33,149.9969,9.4217,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2808,150.1076,150.6089,12.4027,150.1143,341.81,359.00,359.82,151.5589,12.0906,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2664.22,113.33,149.9969,9.4531,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3122,150.1076,150.6089,12.4341,150.1143,341.81,359.00,359.82,151.5589,12.1220,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2664.76,113.33,149.9969,9.4288,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2879,150.1076,150.6089,12.4098,150.1143,341.81,359.00,359.82,151.5589,12.0977,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2665.32,113.33,149.9969,9.4231,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2822,150.1076,150.6089,12.4041,150.1143,341.81,359.00,359.82,151.5589,12.0920,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2665.89,113.33,149.9969,9.4454,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3045,150.1076,150.6089,12.4264,150.1143,341.81,359.00,359.82,151.5589,12.1143,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2666.42,113.33,149.9969,9.4292,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2883,150.1076,150.6089,12.4102,150.1143,341.81,359.00,359.82,151.5589,12.0981,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2666.94,113.33,149.9969,9.4229,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2820,150.1076,150.6089,12.4039,150.1143,341.81,359.00,359.82,151.5589,12.0918,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2667.50,113.33,149.9969,9.4294,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2885,150.1076,150.6089,12.4104,150.1143,341.81,359.00,359.82,151.5589,12.0983,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2668.02,113.33,149.9969,9.4219,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2810,150.1076,150.6089,12.4029,150.1143,341.81,359.00,359.82,151.5589,12.0907,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2668.55,113.33,149.9969,9.4411,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3002,150.1076,150.6089,12.4221,150.1143,341.81,359.00,359.82,151.5589,12.1100,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2669.10,113.33,149.9969,9.4516,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3107,150.1076,150.6089,12.4326,150.1143,341.81,359.00,359.82,151.5589,12.1205,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2669.63,113.33,149.9969,9.4413,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3005,150.1076,150.6089,12.4224,150.1143,341.81,359.00,359.82,151.5589,12.1102,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2670.15,113.33,149.9969,9.4334,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2925,150.1076,150.6089,12.4144,150.1143,341.81,359.00,359.82,151.5589,12.1023,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2670.71,113.33,149.9969,9.4414,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3005,150.1076,150.6089,12.4224,150.1143,341.81,359.00,359.82,151.5589,12.1103,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2671.23,113.33,149.9969,9.4310,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2902,150.1076,150.6089,12.4121,150.1143,341.81,359.00,359.82,151.5589,12.0999,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2671.76,113.33,149.9969,9.4536,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3127,150.1076,150.6089,12.4346,150.1143,341.81,359.00,359.82,151.5589,12.1225,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2672.32,113.33,149.9969,9.4222,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2813,150.1076,150.6089,12.4032,150.1143,341.81,359.00,359.82,151.5589,12.0910,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2672.85,113.33,149.9969,9.4465,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3056,150.1076,150.6089,12.4275,150.1143,341.81,359.00,359.82,151.5589,12.1154,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2673.38,113.33,149.9969,9.4288,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2880,150.1076,150.6089,12.4099,150.1143,341.81,359.00,359.82,151.5589,12.0977,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2673.93,113.33,149.9969,9.4396,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2987,150.1076,150.6089,12.4206,150.1143,341.81,359.00,359.82,151.5589,12.1085,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2674.45,113.33,149.9969,9.4383,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2974,150.1076,150.6089,12.4193,150.1143,341.81,359.00,359.82,151.5589,12.1072,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2674.98,113.33,149.9969,9.4214,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2805,150.1076,150.6089,12.4024,150.1143,341.81,359.00,359.82,151.5589,12.0902,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2675.53,113.33,149.9969,9.4311,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2902,150.1076,150.6089,12.4121,150.1143,341.81,359.00,359.82,151.5589,12.1000,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2676.09,113.33,149.9969,9.4409,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3000,150.1076,150.6089,12.4219,150.1143,341.81,359.00,359.82,151.5589,12.1098,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2676.61,113.33,149.9969,9.4351,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2942,150.1076,150.6089,12.4161,150.1143,341.81,359.00,359.82,151.5589,12.1040,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2677.15,113.33,149.9969,9.4365,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2956,150.1076,150.6089,12.4175,150.1143,341.81,359.00,359.82,151.5589,12.1054,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2677.71,113.33,149.9969,9.4417,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3008,150.1076,150.6089,12.4227,150.1143,341.81,359.00,359.82,151.5589,12.1106,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2678.24,113.33,149.9969,9.4282,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2873,150.1076,150.6089,12.4092,150.1143,341.81,359.00,359.82,151.5589,12.0970,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2678.76,113.33,149.9969,9.4538,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3129,150.1076,150.6089,12.4348,150.1143,341.81,359.00,359.82,151.5589,12.1227,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2679.31,113.33,149.9969,9.4323,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2914,150.1076,150.6089,12.4133,150.1143,341.81,359.00,359.82,151.5589,12.1012,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2679.84,113.33,149.9969,9.4210,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2802,150.1076,150.6089,12.4021,150.1143,341.81,359.00,359.82,151.5589,12.0899,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2680.37,113.33,149.9969,9.4447,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3038,150.1076,150.6089,12.4257,150.1143,341.81,359.00,359.82,151.5589,12.1136,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2680.92,113.33,149.9969,9.4494,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3085,150.1076,150.6089,12.4304,150.1143,341.81,359.00,359.82,151.5589,12.1183,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2681.45,113.33,149.9969,9.4435,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3026,150.1076,150.6089,12.4245,150.1143,341.81,359.00,359.82,151.5589,12.1123,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2681.98,113.33,149.9969,9.4266,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2857,150.1076,150.6089,12.4076,150.1143,341.81,359.00,359.82,151.5589,12.0955,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2682.53,113.33,149.9969,9.4342,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2933,150.1076,150.6089,12.4152,150.1143,341.81,359.00,359.82,151.5589,12.1031,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2683.09,113.33,149.9969,9.4447,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3038,150.1076,150.6089,12.4257,150.1143,341.81,359.00,359.82,151.5589,12.1135,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2683.61,113.33,149.9969,9.4388,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2979,150.1076,150.6089,12.4198,150.1143,341.81,359.00,359.82,151.5589,12.1077,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2684.15,113.33,149.9969,9.4369,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2960,150.1076,150.6089,12.4179,150.1143,341.81,359.00,359.82,151.5589,12.1058,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2684.71,113.33,149.9969,9.4405,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2996,150.1076,150.6089,12.4215,150.1143,341.81,359.00,359.82,151.5589,12.1094,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2685.23,113.33,149.9969,9.4357,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2948,150.1076,150.6089,12.4167,150.1143,341.81,359.00,359.82,151.5589,12.1046,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2685.76,113.33,149.9969,9.4535,149.8072,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3126,150.1076,150.6089,12.4345,150.1143,341.81,359.00,359.82,151.5589,12.1223,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2686.32,113.33,149.9969,9.4308,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2899,150.1076,150.6089,12.4118,150.1143,341.81,359.00,359.82,151.5589,12.0997,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2686.84,113.33,149.9969,9.4300,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2891,150.1076,150.6089,12.4110,150.1143,341.81,359.00,359.82,151.5589,12.0988,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2687.36,113.33,149.9969,9.4527,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3118,150.1076,150.6089,12.4337,150.1143,341.81,359.00,359.82,151.5589,12.1216,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2687.92,113.33,149.9969,9.4247,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2838,150.1076,150.6089,12.4057,150.1143,341.81,359.00,359.82,151.5589,12.0936,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
2688.44,113.33,149.9968,9.4544,149.8072,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3135,150.1076,150.6089,12.4354,150.1143,341.81,359.00,359.82,151.5589,12.1233,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
