Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
1892.22,113.33,149.9969,9.4524,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3115,150.1076,150.6089,12.4334,150.1143,341.81,359.00,359.82,151.5589,12.1212,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1892.76,113.33,149.9969,9.4536,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3127,150.1076,150.6089,12.4346,150.1143,341.81,359.00,359.82,151.5589,12.1225,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1893.31,113.33,149.9969,9.4201,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2792,150.1076,150.6089,12.4011,150.1143,341.81,359.00,359.82,151.5589,12.0890,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1893.84,113.33,149.9969,9.4408,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2999,150.1076,150.6089,12.4218,150.1143,341.81,359.00,359.82,151.5589,12.1097,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1894.38,113.33,149.9969,9.4399,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2990,150.1076,150.6089,12.4209,150.1143,341.81,359.00,359.82,151.5589,12.1088,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1894.90,113.33,149.9969,9.4495,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3086,150.1076,150.6089,12.4305,150.1143,341.81,359.00,359.82,151.5589,12.1184,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1895.40,113.33,149.9969,9.4439,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3030,150.1076,150.6089,12.4249,150.1143,341.81,359.00,359.82,151.5589,12.1127,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1895.94,113.33,149.9969,9.4417,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3008,150.1076,150.6089,12.4227,150.1143,341.81,359.00,359.82,151.5589,12.1106,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1896.51,113.33,149.9969,9.4205,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2796,150.1076,150.6089,12.4015,150.1143,341.81,359.00,359.82,151.5589,12.0894,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1897.09,113.33,149.9969,9.4346,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2937,150.1076,150.6089,12.4156,150.1143,341.81,359.00,359.82,151.5589,12.1035,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1897.62,113.33,149.9969,9.4532,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3123,150.1076,150.6089,12.4342,150.1143,341.81,359.00,359.82,151.5589,12.1221,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1898.15,113.33,149.9969,9.4198,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2789,150.1076,150.6089,12.4008,150.1143,341.81,359.00,359.82,151.5589,12.0887,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1898.72,113.33,149.9969,9.4531,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3122,150.1076,150.6089,12.4341,150.1143,341.81,359.00,359.82,151.5589,12.1219,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1899.24,113.33,149.9969,9.4406,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2997,150.1076,150.6089,12.4216,150.1143,341.81,359.00,359.82,151.5589,12.1095,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1899.77,113.33,149.9969,9.4293,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2885,150.1076,150.6089,12.4104,150.1143,341.81,359.00,359.82,151.5589,12.0982,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1900.32,113.33,149.9969,9.4372,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2963,150.1076,150.6089,12.4182,150.1143,341.81,359.00,359.82,151.5589,12.1061,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1900.88,113.33,149.9969,9.4476,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3067,150.1076,150.6089,12.4286,150.1143,341.81,359.00,359.82,151.5589,12.1165,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1901.40,113.33,149.9969,9.4408,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2999,150.1076,150.6089,12.4218,150.1143,341.81,359.00,359.82,151.5589,12.1096,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1901.93,113.33,149.9969,9.4259,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2850,150.1076,150.6089,12.4069,150.1143,341.81,359.00,359.82,151.5589,12.0948,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1902.49,113.33,149.9969,9.4347,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2938,150.1076,150.6089,12.4157,150.1143,341.81,359.00,359.82,151.5589,12.1036,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1903.01,113.33,149.9969,9.4255,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2846,150.1076,150.6089,12.4065,150.1143,341.81,359.00,359.82,151.5589,12.0944,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1903.54,113.33,149.9969,9.4404,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2995,150.1076,150.6089,12.4214,150.1143,341.81,359.00,359.82,151.5589,12.1092,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1904.10,113.33,149.9969,9.4500,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3091,150.1076,150.6089,12.4310,150.1143,341.81,359.00,359.82,151.5589,12.1188,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1904.62,113.33,149.9969,9.4434,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3025,150.1076,150.6089,12.4244,150.1143,341.81,359.00,359.82,151.5589,12.1122,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1905.15,113.33,149.9969,9.4329,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2920,150.1076,150.6089,12.4139,150.1143,341.81,359.00,359.82,151.5589,12.1018,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1905.70,113.33,149.9969,9.4432,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3023,150.1076,150.6089,12.4242,150.1143,341.81,359.00,359.82,151.5589,12.1121,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1906.24,113.33,149.9969,9.4522,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3114,150.1076,150.6089,12.4333,150.1143,341.81,359.00,359.82,151.5589,12.1211,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1906.78,113.33,149.9969,9.4495,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3086,150.1076,150.6089,12.4305,150.1143,341.81,359.00,359.82,151.5589,12.1184,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1907.30,113.33,149.9969,9.4416,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3007,150.1076,150.6089,12.4226,150.1143,341.81,359.00,359.82,151.5589,12.1105,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1907.83,113.33,149.9969,9.4200,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2791,150.1076,150.6089,12.4010,150.1143,341.81,359.00,359.82,151.5589,12.0889,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1908.38,113.33,149.9968,9.4540,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3131,150.1076,150.6089,12.4350,150.1143,341.81,359.00,359.82,151.5589,12.1228,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1908.89,113.33,149.9969,9.4339,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2930,150.1076,150.6089,12.4149,150.1143,341.81,359.00,359.82,151.5589,12.1028,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1909.42,113.33,149.9969,9.4518,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3109,150.1076,150.6089,12.4328,150.1143,341.81,359.00,359.82,151.5589,12.1207,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1909.95,113.33,149.9969,9.4229,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2820,150.1076,150.6089,12.4039,150.1143,341.81,359.00,359.82,151.5589,12.0918,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1910.53,113.33,149.9969,9.4334,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2925,150.1076,150.6089,12.4144,150.1143,341.81,359.00,359.82,151.5589,12.1023,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1911.10,113.33,149.9969,9.4390,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2981,150.1076,150.6089,12.4200,150.1143,341.81,359.00,359.82,151.5589,12.1078,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1911.63,113.33,149.9969,9.4237,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2828,150.1076,150.6089,12.4047,150.1143,341.81,359.00,359.82,151.5589,12.0926,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1912.18,113.33,149.9969,9.4506,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3097,150.1076,150.6089,12.4316,150.1143,341.81,359.00,359.82,151.5589,12.1195,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1912.69,113.33,149.9969,9.4289,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2880,150.1076,150.6089,12.4099,150.1143,341.81,359.00,359.82,151.5589,12.0978,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1913.22,113.33,149.9969,9.4405,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2996,150.1076,150.6089,12.4215,150.1143,341.81,359.00,359.82,151.5589,12.1094,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1913.77,113.33,149.9969,9.4349,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2940,150.1076,150.6089,12.4159,150.1143,341.81,359.00,359.82,151.5589,12.1038,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1914.33,113.33,149.9969,9.4355,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2946,150.1076,150.6089,12.4165,150.1143,341.81,359.00,359.82,151.5589,12.1044,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1914.89,113.33,149.9969,9.4209,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2800,150.1076,150.6089,12.4019,150.1143,341.81,359.00,359.82,151.5589,12.0898,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1915.43,113.33,149.9969,9.4370,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2961,150.1076,150.6089,12.4180,150.1143,341.81,359.00,359.82,151.5589,12.1059,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1915.97,113.33,149.9969,9.4328,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2919,150.1076,150.6089,12.4138,150.1143,341.81,359.00,359.82,151.5589,12.1017,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1916.53,113.33,149.9969,9.4308,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2899,150.1076,150.6089,12.4118,150.1143,341.81,359.00,359.82,151.5589,12.0997,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1917.09,113.33,149.9969,9.4219,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2810,150.1076,150.6089,12.4029,150.1143,341.81,359.00,359.82,151.5589,12.0908,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1917.63,113.33,149.9969,9.4379,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2970,150.1076,150.6089,12.4189,150.1143,341.81,359.00,359.82,151.5589,12.1068,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1918.17,113.33,149.9969,9.4310,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2901,150.1076,150.6089,12.4120,150.1143,341.81,359.00,359.82,151.5589,12.0999,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1918.73,113.33,149.9969,9.4222,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2813,150.1076,150.6089,12.4032,150.1143,341.81,359.00,359.82,151.5589,12.0911,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1919.30,113.33,149.9969,9.4457,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3048,150.1076,150.6089,12.4267,150.1143,341.81,359.00,359.82,151.5589,12.1146,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1919.83,113.33,149.9969,9.4211,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2802,150.1076,150.6089,12.4021,150.1143,341.81,359.00,359.82,151.5589,12.0900,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1920.37,113.33,149.9969,9.4262,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2853,150.1076,150.6089,12.4072,150.1143,341.81,359.00,359.82,151.5589,12.0951,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1920.91,113.33,149.9969,9.4341,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2932,150.1076,150.6089,12.4151,150.1143,341.81,359.00,359.82,151.5589,12.1029,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1921.44,113.33,149.9969,9.4534,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3125,150.1076,150.6089,12.4344,150.1143,341.81,359.00,359.82,151.5589,12.1223,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1921.97,113.33,149.9969,9.4222,149.8073,0.06,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2813,150.1076,150.6089,12.4032,150.1143,341.81,359.00,359.82,151.5589,12.0911,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1922.48,113.33,149.9969,9.4424,149.8073,0.04,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3015,150.1076,150.6089,12.4234,150.1143,341.81,359.00,359.82,151.5589,12.1113,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1923.01,113.33,149.9969,9.4293,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2884,150.1076,150.6089,12.4103,150.1143,341.81,359.00,359.82,151.5589,12.0982,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1923.51,113.33,149.9969,9.4274,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2865,150.1076,150.6089,12.4084,150.1143,341.81,359.00,359.82,151.5589,12.0963,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1924.08,113.33,149.9969,9.4440,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3031,150.1076,150.6089,12.4250,150.1143,341.81,359.00,359.82,151.5589,12.1129,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1924.61,113.33,149.9969,9.4267,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2858,150.1076,150.6089,12.4077,150.1143,341.81,359.00,359.82,151.5589,12.0956,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1925.15,113.33,149.9969,9.4282,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2873,150.1076,150.6089,12.4092,150.1143,341.81,359.00,359.82,151.5589,12.0971,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1925.72,113.33,149.9969,9.4409,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3000,150.1076,150.6089,12.4219,150.1143,341.81,359.00,359.82,151.5589,12.1098,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1926.24,113.33,149.9969,9.4419,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3010,150.1076,150.6089,12.4229,150.1143,341.81,359.00,359.82,151.5589,12.1108,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1926.79,113.33,149.9969,9.4309,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2900,150.1076,150.6089,12.4119,150.1143,341.81,359.00,359.82,151.5589,12.0998,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1927.30,113.33,149.9969,9.4380,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2971,150.1076,150.6089,12.4190,150.1143,341.81,359.00,359.82,151.5589,12.1069,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1927.84,113.33,149.9969,9.4513,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3104,150.1076,150.6089,12.4323,150.1143,341.81,359.00,359.82,151.5589,12.1202,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1928.37,113.33,149.9969,9.4259,149.8073,0.05,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2850,150.1076,150.6089,12.4069,150.1143,341.81,359.00,359.82,151.5589,12.0948,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1928.89,113.33,149.9969,9.4374,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2966,150.1076,150.6089,12.4185,150.1143,341.81,359.00,359.82,151.5589,12.1063,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1929.41,113.33,149.9969,9.4297,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2888,150.1076,150.6089,12.4107,150.1143,341.81,359.00,359.82,151.5589,12.0986,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1929.92,113.33,149.9969,9.4426,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3017,150.1076,150.6089,12.4236,150.1143,341.81,359.00,359.82,151.5589,12.1115,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1930.49,113.33,149.9969,9.4288,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2879,150.1076,150.6089,12.4098,150.1143,341.81,359.00,359.82,151.5589,12.0977,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1931.02,113.33,149.9969,9.4463,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3054,150.1076,150.6089,12.4273,150.1143,341.81,359.00,359.82,151.5589,12.1152,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1931.56,113.33,149.9969,9.4419,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3010,150.1076,150.6089,12.4229,150.1143,341.81,359.00,359.82,151.5589,12.1107,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1932.13,113.33,149.9969,9.4365,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2956,150.1076,150.6089,12.4175,150.1143,341.81,359.00,359.82,151.5589,12.1054,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1932.70,113.33,149.9968,9.4534,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3125,150.1076,150.6089,12.4344,150.1143,341.81,359.00,359.82,151.5589,12.1223,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1933.22,113.33,149.9969,9.4418,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3009,150.1076,150.6089,12.4228,150.1143,341.81,359.00,359.82,151.5589,12.1106,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1933.76,113.33,149.9969,9.4547,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3138,150.1076,150.6089,12.4357,150.1143,341.81,359.00,359.82,151.5589,12.1236,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1934.32,113.33,149.9969,9.4523,149.8073,0.00,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.3114,150.1076,150.6089,12.4333,150.1143,341.81,359.00,359.82,151.5589,12.1212,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1934.85,113.33,149.9969,9.4367,149.8073,0.03,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2958,150.1076,150.6089,12.4177,150.1143,341.81,359.00,359.82,151.5589,12.1056,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1935.39,113.33,149.9969,9.4280,149.8073,0.02,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2871,150.1076,150.6089,12.4090,150.1143,341.81,359.00,359.82,151.5589,12.0969,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
1935.91,113.33,149.9969,9.4335,149.8073,0.01,100.00,359.82,10.20,5.53,0.88,341.80,150.9794,12.2926,150.1076,150.6089,12.4145,150.1143,341.81,359.00,359.82,151.5589,12.1023,150.1227,341.81,359.00,359.82,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
